Platform,Domain,Linkedin Company Page,Country,,Continent,Total,Max,Min,Months,,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 1,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2,Year 2
PrestaShop,https://edelstahl-ohrringe.de/,https://www.linkedin.com/company/mzm-design-gmbh,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://edelbraende-senft.de/,https://www.linkedin.com/company/edelbr%C3%A4nde-senft,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://antifac.es/,no url,Spain,,EU,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
PrestaShop,https://wamia.tn/,no url,Tunisia,,,"$1.500,00","$500,00","$500,00",2,,,,,,,,,,,,,,,,,,,,,,$500,$500,$500
PrestaShop,https://edelstahleinbauspuele.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://edenfruits.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://edelsteinschleiferei-shop.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://edv-restverkauf.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Shopify,https://www.djsboardshop.com/,no url,United States,,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
Shopify,https://adahomedecor.com/,no url,United States,,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
Shopify,https://healthplus-productscenter.com/,no url,United States,,,"$900,00","$300,00","$300,00",2,,,,,,,,,,,,,,,,,,,,,,$300,$300,$300
PrestaShop,https://eheringe-shop24.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://ego2.eu/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://eikora.de/,https://www.linkedin.com/company/eikora-badezimmer-und-wohnideen,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://eikaso-shop.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://egogreen-liquids.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Shopify,https://southernnativebrand.com/,no url,United States,,,"$2.100,00","$700,00","$700,00",2,,,,,,,,,,,,,,,,,,,,,,$700,$700,$700
WooCommerce,https://amishoutletstore.com/,https://www.linkedin.com/company/amish-outlet-store/about/,United States,,,"$500,00","$200,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$200,$200
WooCommerce,https://writerswrite.co.za/,https://www.linkedin.com/company/writers-write,South Africa,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
WooCommerce,https://coastlinekratom.com/,no url,United States,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
PrestaShop,https://efelisanmobilya.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
WooCommerce,https://dancarlin.com/,no url,United States,,,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://ee-led.de/,https://ee.linkedin.com/company/orluna-led-technologies-ltd,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Shopify,https://ekoteas.com/,no url,,Couldn't find name of country,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
PrestaShop,https://effiziente-taubenabwehr.de/,https://www.linkedin.com/company/rapidex-gmbh-sch%C3%A4dlingsbek%C3%A4mpfung-kammerj%C3%A4ger-taubenabwehr,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Shopify,https://www.olmiite.com/,no url,India,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
WooCommerce,https://photoshopcafe.com/,https://www.linkedin.com/company/photoshopcafe/about/,United States,,,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Shopify,https://www.indianloom.com/,https://www.linkedin.com/company/indianloom.com,India,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
PrestaShop,https://egg-spezialist.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
PrestaShop,https://aozodo.com/,no url,Thailand,,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
PrestaShop,https://efw-shop.de/,no url,Germany,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Shopify,https://www.abkgrooming.com/,https://www.linkedin.com/showcase/abkgrooming-/,India,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
Magento,https://auxbeam.com/,https://www.linkedin.com/company/auxbeam-lighting,United States,,,"$900,00","$300,00","$300,00",2,,,,,,,,,,,,,,,,,,,,,,$300,$300,$300
Magento,https://thesuitdepot.com/,https://www.linkedin.com/company/the-suit-depot,United States,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
Magento,https://measureup.com/,https://www.linkedin.com/company/measureup,United States,,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
Shopify,https://www.authenturkish.com/,no url,United States,,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
Shopify,https://storazebiz.com/,no url,India,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
Shopify,https://www.popularwebstore.com/,no url,United States,,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
Shopify,https://thedryair.com/,https://www.linkedin.com/company/refine-air-treatment-equipment-co.-ltd,United States,,,"$5.400,00","$1.800,00","$1.800,00",2,,,,,,,,,,,,,,,,,,,,,,$1.80,$1.80,$1.80
Shopify,https://www.dtexshop.com/,https://www.linkedin.com/company/dtexshop-dot-com/,United States,,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
Shopify,https://zaamdeals.com/,no url,India,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
WooCommerce,https://firstderm.com/,https://www.linkedin.com/company/idoc24,Sweden,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
WooCommerce,https://armstrongeconomics.com/,no url,United States,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
ThirtyBees,https://sparsome.se/,https://se.linkedin.com/company/hemcheck-sweden-ab?trk=ppro_cprof,Sweden,,EU,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
WooCommerce,https://waybackburgers.com/,https://www.linkedin.com/company/jake%27s-franchising-llc,United States,,,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Magento,https://urbancarryholsters.com/,https://www.linkedin.com/company/urban-carry-holsters,United States,,,"$900,00","$300,00","$300,00",2,,,,,,,,,,,,,,,,,,,,,,$300,$300,$300
Shopify,https://grkarthik.com/,no url,United States,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
ThirtyBees,https://soseve.com/,no url,Belgium,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
ThirtyBees,https://dev.snoir.dk/,no url,Denmark,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
ThirtyBees,https://siliconeweddingring.direct/,no url,Netherlands,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Shopify,https://www.geo-principles.com/,https://www.linkedin.com/company/the-geo-group-australia,India,,,"$500,00","$200,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$200,$200
Shopify,https://sequinsandsass.com/,no url,United States,,,"$1.200,00","$400,00","$400,00",2,,,,,,,,,,,,,,,,,,,,,,$400,$400,$400
Shopify,https://www.coupleboutiques.com/,no url,United States,,,"$1.500,00","$500,00","$500,00",2,,,,,,,,,,,,,,,,,,,,,,$500,$500,$500
Magento,https://peppermayo.com/,https://www.linkedin.com/company/peppermayo-pty-ltd,Australia,,,"$600,00","$200,00","$200,00",2,,,,,,,,,,,,,,,,,,,,,,$200,$200,$200
Magento,https://vapenw.com/,no url,United States,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
Shopify,https://www.bcharmdtrade.co.uk/,no url,United Kingdom,,EU,"$4.500,00","$1.500,00","$1.500,00",2,,,,,,,,,,,,,,,,,,,,,,$1.50,$1.50,$1.50
Shopify,https://a2depot.com/,no url,United States,,,"$1.500,00","$500,00","$500,00",2,,,,,,,,,,,,,,,,,,,,,,$500,$500,$500
Shopify,https://thejarastore.com/,no url,India,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
Shopify,https://bunastudio.com/,no url,India,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
Shopify,https://mylunchboxx.myshopify.com/,https://www.linkedin.com/company/www.reduxion.myshopify.com,India,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
Shopify,https://www.vitasell.net/,no url,United States,,,"$900,00","$300,00","$300,00",2,,,,,,,,,,,,,,,,,,,,,,$300,$300,$300
Shopify,https://mufflerexpress.com/,https://www.linkedin.com/company/muffler-express,Canada,,,"$300,00","$100,00","$100,00",2,,,,,,,,,,,,,,,,,,,,,,$100,$100,$100
ThirtyBees,https://siliconerings.direct/,no url,Netherlands,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
ThirtyBees,https://thirty.shreyacreatives.com/,no url,,Website is down,,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
ThirtyBees,https://sms-gratos.com/,https://au.linkedin.com/company/sms-rental-wa-pty-ltd,France,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
ThirtyBees,https://storeastrosgear.com/,no url,United States,,,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
ThirtyBees,https://stickerxpress.nl/,no url,Netherlands,,EU,"$150,00","$50,00","$50,00",2,,,,,,,,,,,,,,,,,,,,,,$50,$50,$50
Magento,https://cartoys.com/,https://www.linkedin.com/company/car-toys,United States,,,"$900,00","$300,00","$300,00",2,,,,,,,,,,,,,,,,,,,,,,$300,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$800,$800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.70,$1.70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3.10,$3.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$ -
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$ -
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$ -
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.60,$2.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$3.20,$3.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$500,$500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$ -
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$800,$800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$600,$600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$600,$600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$900,$900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$ -
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$600,$600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.10,$1.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$800,$800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.60,$2.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.00,$1.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.50,$2.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.40,$1.40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$500,$500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.40,$1.40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.50,$1.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.40,$2.40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$800,$800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.00,$1.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$800,$800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.90,$2.90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$500,$500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.90,$1.90
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$700,$700
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$900,$900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.20,$1.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.60,$1.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.10,$1.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.20,$1.40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.60,$1.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.10,$1.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.20,$1.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.20,$1.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$700,$900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$600,$600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$500,$500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.20,$1.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$900,$900
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.60,$1.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.50,$1.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.70,$1.70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.70,$2.70
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$2.10,$2.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.60,$1.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$300,$300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$800,$800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$600,$600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.60,$1.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200,$200
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$50,$50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$400,$400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.40,$1.40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.20,$1.20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.10,$1.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$100,$100
